Timestamp,Pressure (Torr),Voltage (V)
2025-07-10 19:15:38,0.000001080120,4.033471999999998
2025-07-10 19:16:08,0.000001092688,4.0384959999999985
2025-07-10 19:16:38,0.000001080120,4.033471999999998
2025-07-10 19:17:08,0.000001080120,4.033471999999998
2025-07-10 19:17:38,0.000001092688,4.0384959999999985
2025-07-10 19:18:08,0.000001080120,4.033471999999998
2025-07-10 19:18:38,0.000001092688,4.0384959999999985
2025-07-10 19:19:08,0.000001092688,4.0384959999999985
2025-07-10 19:19:38,0.000001092688,4.0384959999999985
2025-07-10 19:20:08,0.000001092688,4.0384959999999985
2025-07-10 19:20:38,0.000001092688,4.0384959999999985
2025-07-10 19:21:08,0.000001080120,4.033471999999998
2025-07-10 19:21:38,0.000001080120,4.033471999999998
2025-07-10 19:22:08,0.000001080120,4.033471999999998
2025-07-10 19:22:38,0.000001080120,4.033471999999998
2025-07-10 19:23:08,0.000001080120,4.033471999999998
2025-07-10 19:23:38,0.000001080120,4.033471999999998
2025-07-10 19:24:08,0.000001080120,4.033471999999998
2025-07-10 19:24:38,0.000001067697,4.028447999999999
2025-07-10 19:25:08,0.000001080120,4.033471999999998
2025-07-10 19:25:38,0.000001092688,4.0384959999999985
2025-07-10 19:26:08,0.000001080120,4.033471999999998
2025-07-10 19:26:38,0.000001080120,4.033471999999998
2025-07-10 19:27:08,0.000001080120,4.033471999999998
2025-07-10 19:27:38,0.000001080120,4.033471999999998
2025-07-10 19:28:08,0.000001080120,4.033471999999998
2025-07-10 19:28:38,0.000001080120,4.033471999999998
2025-07-10 19:29:08,0.000001080120,4.033471999999998
2025-07-10 19:29:38,0.000001067697,4.028447999999999
2025-07-10 19:30:08,0.000001067697,4.028447999999999
2025-07-10 19:30:38,0.000001080120,4.033471999999998
2025-07-10 19:31:08,0.000001067697,4.028447999999999
2025-07-10 19:31:38,0.000001067697,4.028447999999999
2025-07-10 19:32:08,0.000001080120,4.033471999999998
2025-07-10 19:32:38,0.000001080120,4.033471999999998
2025-07-10 19:33:09,0.000001067697,4.028447999999999
2025-07-10 19:33:39,0.000001067697,4.028447999999999
2025-07-10 19:34:09,0.000001080120,4.033471999999998
2025-07-10 19:34:39,0.000001067697,4.028447999999999
2025-07-10 19:35:09,0.000001067697,4.028447999999999
2025-07-10 19:35:39,0.000001067697,4.028447999999999
2025-07-10 19:36:09,0.000001055417,4.023423999999999
2025-07-10 19:36:39,0.000001055417,4.023423999999999
2025-07-10 19:37:09,0.000001067697,4.028447999999999
2025-07-10 19:37:39,0.000001067697,4.028447999999999
2025-07-10 19:38:09,0.000001067697,4.028447999999999
2025-07-10 19:38:39,0.000001055417,4.023423999999999
2025-07-10 19:39:09,0.000001080120,4.033471999999998
2025-07-10 19:39:39,0.000001067697,4.028447999999999
2025-07-10 19:40:09,0.000001067697,4.028447999999999
2025-07-10 19:40:39,0.000001067697,4.028447999999999
2025-07-10 19:41:09,0.000001067697,4.028447999999999
2025-07-10 19:41:39,0.000001067697,4.028447999999999
2025-07-10 19:42:09,0.000001055417,4.023423999999999
2025-07-10 19:42:39,0.000001067697,4.028447999999999
2025-07-10 19:43:09,0.000001055417,4.023423999999999
2025-07-10 19:43:39,0.000001067697,4.028447999999999
2025-07-10 19:44:09,0.000001067697,4.028447999999999
2025-07-10 19:44:39,0.000001067697,4.028447999999999
2025-07-10 19:45:09,0.000001067697,4.028447999999999
2025-07-10 19:45:39,0.000001067697,4.028447999999999
2025-07-10 19:46:09,0.000001055417,4.023423999999999
2025-07-10 19:46:39,0.000001055417,4.023423999999999
2025-07-10 19:47:09,0.000001067697,4.028447999999999
2025-07-10 19:47:39,0.000001055417,4.023423999999999
2025-07-10 19:48:09,0.000001055417,4.023423999999999
2025-07-10 19:48:39,0.000001055417,4.023423999999999
2025-07-10 19:49:09,0.000001067697,4.028447999999999
2025-07-10 19:49:39,0.000001055417,4.023423999999999
2025-07-10 19:50:09,0.000001067697,4.028447999999999
2025-07-10 19:50:39,0.000001067697,4.028447999999999
2025-07-10 19:51:09,0.000001067697,4.028447999999999
2025-07-10 19:51:39,0.000001043278,4.018399999999998
2025-07-10 19:52:09,0.000001055417,4.023423999999999
2025-07-10 19:52:39,0.000001055417,4.023423999999999
2025-07-10 19:53:09,0.000001055417,4.023423999999999
2025-07-10 19:53:39,0.000001055417,4.023423999999999
2025-07-10 19:54:09,0.000001043278,4.018399999999998
2025-07-10 19:54:39,0.000001043278,4.018399999999998
2025-07-10 19:55:09,0.000001055417,4.023423999999999
2025-07-10 19:55:39,0.000001055417,4.023423999999999
2025-07-10 19:56:09,0.000001055417,4.023423999999999
2025-07-10 19:56:39,0.000001043278,4.018399999999998
2025-07-10 19:57:09,0.000001043278,4.018399999999998
2025-07-10 19:57:39,0.000001055417,4.023423999999999
2025-07-10 19:58:09,0.000001055417,4.023423999999999
2025-07-10 19:58:39,0.000001067697,4.028447999999999
2025-07-10 19:59:09,0.000001055417,4.023423999999999
2025-07-10 19:59:39,0.000001043278,4.018399999999998
2025-07-10 20:00:09,0.000001055417,4.023423999999999
2025-07-10 20:00:39,0.000001043278,4.018399999999998
2025-07-10 20:01:09,0.000001055417,4.023423999999999
2025-07-10 20:01:39,0.000001055417,4.023423999999999
2025-07-10 20:02:09,0.000001043278,4.018399999999998
2025-07-10 20:02:39,0.000001043278,4.018399999999998
2025-07-10 20:03:09,0.000001055417,4.023423999999999
2025-07-10 20:03:39,0.000001055417,4.023423999999999
2025-07-10 20:04:09,0.000001055417,4.023423999999999
