Timestamp,Pressure (Torr),Voltage (V)
2025-07-15 11:34:24,-1,-1
2025-07-15 11:34:29,-1,-1
2025-07-15 11:34:34,-1,-1
2025-07-15 11:34:39,-1,-1
2025-07-15 11:34:44,-1,-1
2025-07-15 11:34:49,-1,-1
2025-07-15 11:34:54,-1,-1
2025-07-15 11:34:59,-1,-1
2025-07-15 11:35:04,-1,-1
2025-07-15 11:35:09,-1,-1
2025-07-15 11:35:14,-1,-1
2025-07-15 11:35:19,-1,-1
